Date,Publisher,Title,Link
6-Mar-21,The Guardian,"'Here fire, you hungry?' Idaho Covid protesters burn masks in front of capitol - The Guardian",https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS93b3JsZC8yMDIxL21hci8wNi9pZGFoby1jb3ZpZC1wcm90ZXN0ZXJzLWJ1cm4tbWFza3Mtc3RhdGUtY2FwaXRvbNIBXWh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS93b3JsZC8yMDIxL21hci8wNi9pZGFoby1jb3ZpZC1wcm90ZXN0ZXJzLWJ1cm4tbWFza3Mtc3RhdGUtY2FwaXRvbA?oc=5
6-Mar-21,New York Daily News,COVID stimulus bill 'big win for all New Yorkers': Schumer - New York Daily News,https://news.google.com/__i/rss/rd/articles/CBMid2h0dHBzOi8vd3d3Lm55ZGFpbHluZXdzLmNvbS9jb3JvbmF2aXJ1cy9ueS1jb3ZpZC1zY2h1bWVyLXN0aW11bHVzLXNlbmF0ZS0yMDIxMDMwNi1kb29tYWY3bHluY25qbnJlY3Bia2NvcDUzeS1zdG9yeS5odG1s0gGGAWh0dHBzOi8vd3d3Lm55ZGFpbHluZXdzLmNvbS9jb3JvbmF2aXJ1cy9ueS1jb3ZpZC1zY2h1bWVyLXN0aW11bHVzLXNlbmF0ZS0yMDIxMDMwNi1kb29tYWY3bHluY25qbnJlY3Bia2NvcDUzeS1zdG9yeS5odG1sP291dHB1dFR5cGU9YW1w?oc=5
6-Mar-21,silive.com,"Need a job? NYC is hiring 2,000 to fill positions at coronavirus vaccination sites. - silive.com",https://news.google.com/__i/rss/rd/articles/CBMieWh0dHBzOi8vd3d3LnNpbGl2ZS5jb20vbmV3cy8yMDIxLzAzL25lZWQtYS1qb2ItbnljLWlzLWhpcmluZy0yMDAwLXRvLWZpbGwtcG9zaXRpb25zLWF0LWNvcm9uYXZpcnVzLXZhY2NpbmF0aW9uLXNpdGVzLmh0bWzSAYgBaHR0cHM6Ly93d3cuc2lsaXZlLmNvbS9uZXdzLzIwMjEvMDMvbmVlZC1hLWpvYi1ueWMtaXMtaGlyaW5nLTIwMDAtdG8tZmlsbC1wb3NpdGlvbnMtYXQtY29yb25hdmlydXMtdmFjY2luYXRpb24tc2l0ZXMuaHRtbD9vdXRwdXRUeXBlPWFtcA?oc=5
5-Mar-21,Fox Business,February job growth surges above expectations as coronavirus recovery picks up steam - Fox Business,https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9lY29ub215L2ZlYnJ1YXJ5LWpvYnMtcmVwb3J0LTIwMjEtY29yb25hdmlydXMtcGFuZGVtaWPSAQA?oc=5
4-Mar-21,The Washington Post,"As Senate rushes $1.9 trillion bill through Congress, Biden faces doubts over whether it’s still the right package - The Washington Post",https://news.google.com/__i/rss/rd/articles/CBMiaWh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS91cy1wb2xpY3kvMjAyMS8wMy8wNC9zdGltdWx1cy12YWNjaW5lcy1jaGVja3Mtc3BlbmRpbmctdW5lbXBsb3ltZW50LWJpZGVuL9IBeGh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS91cy1wb2xpY3kvMjAyMS8wMy8wNC9zdGltdWx1cy12YWNjaW5lcy1jaGVja3Mtc3BlbmRpbmctdW5lbXBsb3ltZW50LWJpZGVuLz9vdXRwdXRUeXBlPWFtcA?oc=5
6-Mar-21,ESPN,"NBA commissioner Adam Silver says 'most players' will get COVID-19 vaccine, but aren't required to do so - ESPN",https://news.google.com/__i/rss/rd/articles/CBMif2h0dHBzOi8vd3d3LmVzcG4uY29tL25iYS9zdG9yeS9fL2lkLzMxMDE3NTIzL25iYS1jb21taXNzaW9uZXItYWRhbS1zaWx2ZXItc2F5cy1tb3N0LXBsYXllcnMtZ2V0LWNvdmlkLTE5LXZhY2NpbmUtcmVxdWlyZWQtZG8tc2_SAYwBaHR0cHM6Ly93d3cuZXNwbi5jb20vbmJhL3N0b3J5L18vaWQvMzEwMTc1MjMvbmJhLWNvbW1pc3Npb25lci1hZGFtLXNpbHZlci1zYXlzLW1vc3QtcGxheWVycy1nZXQtY292aWQtMTktdmFjY2luZS1yZXF1aXJlZC1kby1zbz9wbGF0Zm9ybT1hbXA?oc=5
6-Mar-21,Los Angeles Times,COVID vaccines boost interest in travel. Look out for higher airfares and hotel prices - Los Angeles Times,https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3LmxhdGltZXMuY29tL2J1c2luZXNzL3N0b3J5LzIwMjEtMDMtMDYvdHJhdmVsLXByaWNlcy1haXJmYXJlLWNvdmlkLXZhY2NpbmXSAQA?oc=5
3-Mar-21,BBC News,Covid: P&O Cruises extends halt to international voyages - BBC News,https://news.google.com/__i/rss/rd/articles/CBMiNmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy91ay1lbmdsYW5kLWhhbXBzaGlyZS01NjI2MzgxM9IBOmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9hbXAvdWstZW5nbGFuZC1oYW1wc2hpcmUtNTYyNjM4MTM?oc=5
7-Mar-21,New York Post,NYPD reports surge in home invasion robberies amid COVID-19 - New York Post,https://news.google.com/__i/rss/rd/articles/CBMiWmh0dHBzOi8vbnlwb3N0LmNvbS8yMDIxLzAzLzA2L255cGQtcmVwb3J0cy1zdXJnZS1pbi1ob21lLWludmFzaW9uLXJvYmJlcmllcy1hbWlkLWNvdmlkLTE5L9IBXmh0dHBzOi8vbnlwb3N0LmNvbS8yMDIxLzAzLzA2L255cGQtcmVwb3J0cy1zdXJnZS1pbi1ob21lLWludmFzaW9uLXJvYmJlcmllcy1hbWlkLWNvdmlkLTE5L2FtcC8?oc=5
7-Mar-21,nytimes.com,"Covid-19 Live News: Updates on the Virus, Vaccines and Variants - nytimes.com",https://news.google.com/__i/rss/rd/articles/CBMiQmh0dHBzOi8vd3d3Lm55dGltZXMuY29tL2xpdmUvMjAyMS8wMy8wNi93b3JsZC9jb3ZpZC0xOS1jb3JvbmF2aXJ1c9IBS2h0dHBzOi8vd3d3Lm55dGltZXMuY29tL2xpdmUvMjAyMS8wMy8wNi93b3JsZC9jb3ZpZC0xOS1jb3JvbmF2aXJ1cy5hbXAuaHRtbA?oc=5
5-Mar-21,Pew Research Center,Growing Share of Americans Say They Plan To Get a COVID-19 Vaccine – or Already Have - Pew Research Center,https://news.google.com/__i/rss/rd/articles/CBMiggFodHRwczovL3d3dy5wZXdyZXNlYXJjaC5vcmcvc2NpZW5jZS8yMDIxLzAzLzA1L2dyb3dpbmctc2hhcmUtb2YtYW1lcmljYW5zLXNheS10aGV5LXBsYW4tdG8tZ2V0LWEtY292aWQtMTktdmFjY2luZS1vci1hbHJlYWR5LWhhdmUv0gEA?oc=5
7-Mar-21,The New York Times,"Covid-19 Live News: Updates on the Virus, Vaccines and Variants - The New York Times",https://news.google.com/__i/rss/rd/articles/CBMiQmh0dHBzOi8vd3d3Lm55dGltZXMuY29tL2xpdmUvMjAyMS8wMy8wNi93b3JsZC9jb3ZpZC0xOS1jb3JvbmF2aXJ1c9IBS2h0dHBzOi8vd3d3Lm55dGltZXMuY29tL2xpdmUvMjAyMS8wMy8wNi93b3JsZC9jb3ZpZC0xOS1jb3JvbmF2aXJ1cy5hbXAuaHRtbA?oc=5
7-Mar-21,WCCO | CBS Minnesota,"As Spring Allergies Spike, Doctors Say Test For COVID As A Precaution - WCCO | CBS Minnesota",https://news.google.com/__i/rss/rd/articles/CBMib2h0dHBzOi8vbWlubmVzb3RhLmNic2xvY2FsLmNvbS8yMDIxLzAzLzA2L2FzLXNwcmluZy1hbGxlcmdpZXMtc3Bpa2UtZG9jdG9ycy1zYXktdGVzdC1mb3ItY292aWQtYXMtYS1wcmVjYXV0aW9uL9IBc2h0dHBzOi8vbWlubmVzb3RhLmNic2xvY2FsLmNvbS8yMDIxLzAzLzA2L2FzLXNwcmluZy1hbGxlcmdpZXMtc3Bpa2UtZG9jdG9ycy1zYXktdGVzdC1mb3ItY292aWQtYXMtYS1wcmVjYXV0aW9uL2FtcC8?oc=5
6-Mar-21,Politico,Schumer leads Dems to messy but major win on Covid aid - Politico,https://news.google.com/__i/rss/rd/articles/CBMiQWh0dHBzOi8vd3d3LnBvbGl0aWNvLmNvbS9uZXdzLzIwMjEvMDMvMDYvc2NodW1lci1jb3ZpZC1haWQtNDc0MDIz0gFFaHR0cHM6Ly93d3cucG9saXRpY28uY29tL2FtcC9uZXdzLzIwMjEvMDMvMDYvc2NodW1lci1jb3ZpZC1haWQtNDc0MDIz?oc=5
6-Mar-21,CBS News,"Senate passes Biden's $1.9 trillion COVID relief bill after ""vote-a-rama"" - CBS News",https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3MvY292aWQtcmVsaWVmLWJpbGwtc2VuYXRlLWRlYmF0ZS13YXRjaC1saXZlLXN0cmVhbS10b2RheS0yMDIxLTAzLTA2L9IBZGh0dHBzOi8vd3d3LmNic25ld3MuY29tL2FtcC9uZXdzL2NvdmlkLXJlbGllZi1iaWxsLXNlbmF0ZS1kZWJhdGUtd2F0Y2gtbGl2ZS1zdHJlYW0tdG9kYXktMjAyMS0wMy0wNi8?oc=5
6-Mar-21,KTLA,"More checks, unemployment aid, tax breaks: Here’s what’s in the COVID-19 relief bill nearing final passage - KTLA",https://news.google.com/__i/rss/rd/articles/CBMiiAFodHRwczovL2t0bGEuY29tL25ld3MvbmF0aW9ud29ybGQvbW9yZS1jaGVja3MtdW5lbXBsb3ltZW50LWFpZC10YXgtYnJlYWtzLWhlcmVzLXdoYXRzLWluLXRoZS1jb3ZpZC0xOS1yZWxpZWYtYmlsbC1uZWFyaW5nLWZpbmFsLXBhc3NhZ2Uv0gGMAWh0dHBzOi8va3RsYS5jb20vbmV3cy9uYXRpb253b3JsZC9tb3JlLWNoZWNrcy11bmVtcGxveW1lbnQtYWlkLXRheC1icmVha3MtaGVyZXMtd2hhdHMtaW4tdGhlLWNvdmlkLTE5LXJlbGllZi1iaWxsLW5lYXJpbmctZmluYWwtcGFzc2FnZS9hbXAv?oc=5
7-Mar-21,The Wall Street Journal,"U.S. Government Scientists Skeptical of One-Shot Regimen for Pfizer, Moderna Covid Vaccines - The Wall Street Journal",https://news.google.com/__i/rss/rd/articles/CBMid2h0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvdS1zLXNjaWVudGlzdHMtc2tlcHRpY2FsLW9mLW9uZS1zaG90LXJlZ2ltZW4tZm9yLXBmaXplci1tb2Rlcm5hLWNvdmlkLXZhY2NpbmVzLTExNjE1MDY0OTE50gF7aHR0cHM6Ly93d3cud3NqLmNvbS9hbXAvYXJ0aWNsZXMvdS1zLXNjaWVudGlzdHMtc2tlcHRpY2FsLW9mLW9uZS1zaG90LXJlZ2ltZW4tZm9yLXBmaXplci1tb2Rlcm5hLWNvdmlkLXZhY2NpbmVzLTExNjE1MDY0OTE5?oc=5
6-Mar-21,Fox News,"COVID relief bill offers convicted murderers stimulus checks, Cotton slams - Fox News",https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHBzOi8vd3d3LmZveG5ld3MuY29tL3BvbGl0aWNzL2NvdHRvbi1jb3ZpZC1yZWxpZWYtYmlsbC1jb252aWN0ZWQtbXVyZGVyZXJzLXN0aW11bHVzLWNoZWNrc9IBYWh0dHBzOi8vd3d3LmZveG5ld3MuY29tL3BvbGl0aWNzL2NvdHRvbi1jb3ZpZC1yZWxpZWYtYmlsbC1jb252aWN0ZWQtbXVyZGVyZXJzLXN0aW11bHVzLWNoZWNrcy5hbXA?oc=5
6-Mar-21,KGW.com,Safeway offering COVID vaccinations at Tigard church - KGW.com,https://news.google.com/__i/rss/rd/articles/CBMimQFodHRwczovL3d3dy5rZ3cuY29tL2FydGljbGUvbmV3cy9oZWFsdGgvY29yb25hdmlydXMvdmFjY2luZS9zYWZld2F5LW9mZmVyaW5nLWNvdmlkLXZhY2NpbmF0aW9ucy1hdC10aWdhcmQtY2h1cmNoLzI4My1iNDNjODBlZS1jNmEzLTRiMjctYmJiYS1hYzkxNThlMTZhOGPSAZ0BaHR0cHM6Ly93d3cua2d3LmNvbS9hbXAvYXJ0aWNsZS9uZXdzL2hlYWx0aC9jb3JvbmF2aXJ1cy92YWNjaW5lL3NhZmV3YXktb2ZmZXJpbmctY292aWQtdmFjY2luYXRpb25zLWF0LXRpZ2FyZC1jaHVyY2gvMjgzLWI0M2M4MGVlLWM2YTMtNGIyNy1iYmJhLWFjOTE1OGUxNmE4Yw?oc=5
6-Mar-21,Reuters,Democrats push Biden's $1.9 trillion COVID bill through Senate on party-line vote - Reuters,https://news.google.com/__i/rss/rd/articles/CBMiUGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvdXMtaGVhbHRoLWNvcm9uYXZpcnVzLXVzYS1jb25ncmVzcy1pZFVTS0JOMkFZMDdN0gE0aHR0cHM6Ly9tb2JpbGUucmV1dGVycy5jb20vYXJ0aWNsZS9hbXAvaWRVU0tCTjJBWTA3TQ?oc=5
7-Mar-21,Honolulu Star-Advertiser,1 new coronavirus-related death and 87 new COVID-19 cases reported statewide - Honolulu Star-Advertiser,https://news.google.com/__i/rss/rd/articles/CBMigwFodHRwczovL3d3dy5zdGFyYWR2ZXJ0aXNlci5jb20vMjAyMS8wMy8wNi9oYXdhaWktbmV3cy8xLW5ldy1jb3JvbmF2aXJ1cy1yZWxhdGVkLWRlYXRoLWFuZC04Ny1uZXctY292aWQtMTktY2FzZXMtcmVwb3J0ZWQtc3RhdGV3aWRlL9IBhwFodHRwczovL3d3dy5zdGFyYWR2ZXJ0aXNlci5jb20vMjAyMS8wMy8wNi9oYXdhaWktbmV3cy8xLW5ldy1jb3JvbmF2aXJ1cy1yZWxhdGVkLWRlYXRoLWFuZC04Ny1uZXctY292aWQtMTktY2FzZXMtcmVwb3J0ZWQtc3RhdGV3aWRlL2FtcC8?oc=5
6-Mar-21,WPXI Pittsburgh,"Former Steelers player asking for prayers after son diagnosed with COVID-19, woke up in blood - WPXI Pittsburgh",https://news.google.com/__i/rss/rd/articles/CBMipQFodHRwczovL3d3dy53cHhpLmNvbS9zcG9ydHMvbmZsL3BpdHRzYnVyZ2gtc3RlZWxlcnMvZm9ybWVyLXN0ZWVsZXJzLXBsYXllci1hc2tpbmctcHJheWVycy1hZnRlci1zb24tZGlhZ25vc2VkLXdpdGgtY292aWQtMTktd29rZS11cC1ibG9vZC9URTJPTlNFS1VKREpERTJWUVhIUlBSRFhSQS_SAbQBaHR0cHM6Ly93d3cud3B4aS5jb20vc3BvcnRzL25mbC9waXR0c2J1cmdoLXN0ZWVsZXJzL2Zvcm1lci1zdGVlbGVycy1wbGF5ZXItYXNraW5nLXByYXllcnMtYWZ0ZXItc29uLWRpYWdub3NlZC13aXRoLWNvdmlkLTE5LXdva2UtdXAtYmxvb2QvVEUyT05TRUtVSkRKREUyVlFYSFJQUkRYUkEvP291dHB1dFR5cGU9YW1w?oc=5
6-Mar-21,Fox Business,Democrats' COVID relief by-the-numbers breakdown is jaw-dropping - Fox Business,https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9wb2xpdGljcy9zZW5hdGUtY292aWQtcmVsaWVmLWJpbGwtaGVyZXMtd2hhdC1yZXB1YmxpY2Fucy1kb250LWFwcHJvdmUtb2bSAWhodHRwczovL3d3dy5mb3hidXNpbmVzcy5jb20vcG9saXRpY3Mvc2VuYXRlLWNvdmlkLXJlbGllZi1iaWxsLWhlcmVzLXdoYXQtcmVwdWJsaWNhbnMtZG9udC1hcHByb3ZlLW9mLmFtcA?oc=5
6-Mar-21,WMUR Manchester,New Hampshire reports 3 new COVID-19 deaths; cases drop - WMUR Manchester,https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3LndtdXIuY29tL2FydGljbGUvbmgtcmVwb3J0cy0zLW5ldy1jb3ZpZC0xOS1kZWF0aHMtbnVtYmVyLW9mLWN1cnJlbnQtY2FzZXMtZHJvcHMvMzU3NTI5MzLSAQA?oc=5
6-Mar-21,KCRA Sacramento,How to potentially get a COVID-19 vaccine by volunteering at California clinics - KCRA Sacramento,https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vd3d3LmtjcmEuY29tL2FydGljbGUvY292aWQtMTktdmFjY2luZS12b2x1bnRlZXItY2FsaWZvcm5pYS1jbGluaWNzLW15LXR1cm4tbXktdHVybi12b2x1bnRlZXIvMzU3NTE1OTLSAXFodHRwczovL3d3dy5rY3JhLmNvbS9hbXAvYXJ0aWNsZS9jb3ZpZC0xOS12YWNjaW5lLXZvbHVudGVlci1jYWxpZm9ybmlhLWNsaW5pY3MtbXktdHVybi1teS10dXJuLXZvbHVudGVlci8zNTc1MTU5Mg?oc=5
6-Mar-21,Minneapolis Star Tribune,"Minn. health officials report COVID-19 variant clusters in Carver Co., call for youth sports pause - Minneapolis Star Tribune",https://news.google.com/__i/rss/rd/articles/CBMiiwFodHRwczovL3d3dy5zdGFydHJpYnVuZS5jb20vbWlubmVzb3RhLWhlYWx0aC1vZmZpY2lhbHMtcmVwb3J0LWNvdmlkLTE5LXZhcmlhbnQtY2x1c3RlcnMtaW4tY2FydmVyLWNvdW50eS1jYWxsLWZvci1wYXVzZS1pbi15b3V0aC82MDAwMzA5MjUv0gEA?oc=5
6-Mar-21,WCVB Boston,"1,495 COVID-19 cases, 52 additional deaths reported in Mass. - WCVB Boston",https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vd3d3LndjdmIuY29tL2FydGljbGUvbWFzc2FjaHVzZXR0cy1jb3ZpZC0xOS1jb3Jub25hdmlydXMtbnVtYmVycy1kYWlseS11cGRhdGUtbWFyY2gtNi0yMDIxLzM1NzUyMTg00gEA?oc=5
6-Mar-21,Chicago Tribune,"Stimulus check updates: Senate approves COVID-19 bill, 50-49 - Chicago Tribune",https://news.google.com/__i/rss/rd/articles/CBMiemh0dHBzOi8vd3d3LmNoaWNhZ290cmlidW5lLmNvbS9jb3JvbmF2aXJ1cy9jdC1hdWQtbnctc3RpbXVsdXMtY2hlY2stdXBkYXRlcy0yMDIxMDMwNi1icGpsdWZvdWV6aDI1b3ltbnA0M3V5a2FhNC1zdG9yeS5odG1s0gGJAWh0dHBzOi8vd3d3LmNoaWNhZ290cmlidW5lLmNvbS9jb3JvbmF2aXJ1cy9jdC1hdWQtbnctc3RpbXVsdXMtY2hlY2stdXBkYXRlcy0yMDIxMDMwNi1icGpsdWZvdWV6aDI1b3ltbnA0M3V5a2FhNC1zdG9yeS5odG1sP291dHB1dFR5cGU9YW1w?oc=5
6-Mar-21,Detroit Free Press,"Michigan reports 1,289 new COVID-19 cases, 56 deaths, 11% of people 16+ fully vaccinated - Detroit Free Press",https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vd3d3LmZyZWVwLmNvbS9zdG9yeS9uZXdzL2xvY2FsL21pY2hpZ2FuLzIwMjEvMDMvMDYvbWljaGlnYW4tY2FzZXMtZGVhdGhzLXNpbmNlLW1hcmNoLzQ2MTA0OTkwMDEv0gEkaHR0cHM6Ly9hbXAuZnJlZXAuY29tL2FtcC80NjEwNDk5MDAx?oc=5
6-Mar-21,The Ithaca Voice,Death toll now at 28 after COVID-19 claims another county resident - The Ithaca Voice,https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vaXRoYWNhdm9pY2UuY29tLzIwMjEvMDMvZGVhdGgtdG9sbC1ub3ctYXQtMjgtYWZ0ZXItY292aWQtMTktY2xhaW1zLWFub3RoZXItY291bnR5LXJlc2lkZW50L9IBAA?oc=5
6-Mar-21,WBAY,"State's seven-day COVID-19 death average falls below 10, nearly 600000 complete vaccine series - WBAY",https://news.google.com/__i/rss/rd/articles/CBMifWh0dHBzOi8vd3d3LndiYXkuY29tLzIwMjEvMDMvMDYvc3RhdGVzLXNldmVuLWRheS1jb3ZpZC0xOS1kZWF0aC1hdmVyYWdlLWZhbGxzLWJlbG93LTEwLW5lYXJseS02MDAwMDAtY29tcGxldGUtdmFjY2luZS1zZXJpZXMv0gEA?oc=5
6-Mar-21,Aljazeera.com,US Senate narrowly passes $1.9 trillion COVID relief legislation - Aljazeera.com,https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDIxLzMvNi91cy1zZW5hdGUtbmFycm93bHktcGFzc2VzLTEtOS10cmlsbGlvbi1jb3ZpZC1yZWxpZWYtbGVnaXNsYXRpb27SAWtodHRwczovL3d3dy5hbGphemVlcmEuY29tL2FtcC9uZXdzLzIwMjEvMy82L3VzLXNlbmF0ZS1uYXJyb3dseS1wYXNzZXMtMS05LXRyaWxsaW9uLWNvdmlkLXJlbGllZi1sZWdpc2xhdGlvbg?oc=5
3-Mar-21,WebMD,News Why Blood Type May Matter for COVID Infection - WebMD,https://news.google.com/__i/rss/rd/articles/CBMiVmh0dHBzOi8vd3d3LndlYm1kLmNvbS9sdW5nL25ld3MvMjAyMTAzMDMvd2h5LWJsb29kLXR5cGUtbWF5LW1hdHRlci1mb3ItY292aWQtaW5mZWN0aW9u0gEA?oc=5
6-Mar-21,WXII The Triad,LIVE BLOG: Greensboro FEMA COVID-19 vaccination site accepting appointments - WXII The Triad,https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vd3d3Lnd4aWkxMi5jb20vYXJ0aWNsZS9jb3ZpZDE5LW5jLXZhY2NpbmUtY29yb25hdmlydXMtY2FzZXMtc3ltcHRvbXMtdXBkYXRlLzM1NzUxMDYy0gFgaHR0cHM6Ly93d3cud3hpaTEyLmNvbS9hbXAvYXJ0aWNsZS9jb3ZpZDE5LW5jLXZhY2NpbmUtY29yb25hdmlydXMtY2FzZXMtc3ltcHRvbXMtdXBkYXRlLzM1NzUxMDYy?oc=5
6-Mar-21,kptv.com,"Oregon Health Authority reports 3 additional deaths linked to COVID-19, 202 new cases statewide - kptv.com",https://news.google.com/__i/rss/rd/articles/CBMiqgFodHRwczovL3d3dy5rcHR2LmNvbS9uZXdzL29yZWdvbi1oZWFsdGgtYXV0aG9yaXR5LXJlcG9ydHMtMy1hZGRpdGlvbmFsLWRlYXRocy1saW5rZWQtdG8tY292aWQtMTktMjAyLW5ldy1jYXNlcy1zdGF0ZXdpZGUvYXJ0aWNsZV8xZjA1ODQxNi03ZWI3LTExZWItOTFjMi1hYjg3N2E0MjFjNzEuaHRtbNIBrgFodHRwczovL3d3dy5rcHR2LmNvbS9uZXdzL29yZWdvbi1oZWFsdGgtYXV0aG9yaXR5LXJlcG9ydHMtMy1hZGRpdGlvbmFsLWRlYXRocy1saW5rZWQtdG8tY292aWQtMTktMjAyLW5ldy1jYXNlcy1zdGF0ZXdpZGUvYXJ0aWNsZV8xZjA1ODQxNi03ZWI3LTExZWItOTFjMi1hYjg3N2E0MjFjNzEuYW1wLmh0bWw?oc=5
6-Mar-21,Billings Gazette,"Montana adds 143 new cases of COVID-19, two more deaths - Billings Gazette",https://news.google.com/__i/rss/rd/articles/CBMinAFodHRwczovL2JpbGxpbmdzZ2F6ZXR0ZS5jb20vbmV3cy9zdGF0ZS1hbmQtcmVnaW9uYWwvbW9udGFuYS1hZGRzLTE0My1uZXctY2FzZXMtb2YtY292aWQtMTktdHdvLW1vcmUtZGVhdGhzL2FydGljbGVfMTZkMGEzYzAtNjM5Yi01YzEwLWI3OGUtNDk4Zjc3MDBiNzI3Lmh0bWzSAQA?oc=5
6-Mar-21,kwwl.com,"US Senate passes Biden's COVID relief bill, including $1400 checks and unemployment aid - kwwl.com",https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8va3d3bC5jb20vMjAyMS8wMy8wNi91cy1zZW5hdGUtcGFzc2VzLWJpZGVucy1jb3ZpZC1yZWxpZWYtYmlsbC1pbmNsdWRpbmctMTQwMC1jaGVja3MtYW5kLXVuZW1wbG95bWVudC1haWQv0gEA?oc=5
6-Mar-21,The Hill,GOP votes in unison against COVID-19 relief bill | TheHill - The Hill,https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vdGhlaGlsbC5jb20vaG9tZW5ld3Mvc2VuYXRlLzU0MTk1My1tdXJrb3dza2ktam9pbnMtYWxsLWdvcC1zZW5hdG9ycy12b3RpbmctYWdhaW5zdC1iaWRlbi1jb3ZpZC0xOS1iaWxs0gFyaHR0cHM6Ly90aGVoaWxsLmNvbS9ob21lbmV3cy9zZW5hdGUvNTQxOTUzLW11cmtvd3NraS1qb2lucy1hbGwtZ29wLXNlbmF0b3JzLXZvdGluZy1hZ2FpbnN0LWJpZGVuLWNvdmlkLTE5LWJpbGw_YW1w?oc=5
